用户编号,电压等级,年月,电费,滞纳金,欠费金额,电量,合同容量,运行容量,缴费次数,行业分类
249,交流10kV,202106,1817.25,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202107,3344.44,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202108,1928.33,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202109,1103.73,2.21,1105.94,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202110,933.30,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202111,1058.58,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
768,交流10kV,202112,297.50,0.00,297.50,282.40,160.00,160.00,1,一、农、林、牧、渔业
250,交流10kV,202001,30872.39,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
250,交流10kV,202002,41495.94,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202003,32167.20,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202004,27197.83,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
250,交流10kV,202005,24393.78,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
250,交流10kV,202006,25573.17,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202007,42868.31,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202008,16056.00,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202009,49497.94,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202010,34046.46,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202011,33149.03,29.15,33178.18,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202012,36856.43,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
250,交流10kV,202101,52844.46,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
250,交流10kV,202102,57809.26,0.00,0.00,,504.00,504.00,3,B、城乡居民生活用电合计
250,交流10kV,202103,37843.28,0.00,0.00,,504.00,504.00,1,B、城乡居民生活用电合计
250,交流10kV,202104,42003.74,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202105,36810.35,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202106,35509.16,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202107,42201.74,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202108,45980.32,0.00,0.00,,504.00,504.00,3,B、城乡居民生活用电合计
250,交流10kV,202109,43025.71,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202110,37285.76,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
250,交流10kV,202111,37680.41,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
377,交流10kV,202112,299.44,0.00,299.44,544.80,64.00,64.00,2,二、工业
251,交流10kV,202001,55142.08,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
251,交流10kV,202002,70964.02,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202003,53494.14,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202004,47568.50,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
251,交流10kV,202005,40041.45,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
251,交流10kV,202006,41993.70,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202007,73677.29,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202008,25909.87,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202009,86097.05,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202010,52608.58,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202011,46395.96,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202012,51939.27,0.00,0.00,,504.00,504.00,5,B、城乡居民生活用电合计
251,交流10kV,202101,77091.78,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
251,交流10kV,202102,85866.65,161.60,86028.25,,504.00,504.00,1,B、城乡居民生活用电合计
251,交流10kV,202103,51533.22,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202104,55372.48,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202105,40675.62,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202106,48009.68,0.00,0.00,,504.00,504.00,3,B、城乡居民生活用电合计
251,交流10kV,202107,62993.97,0.00,0.00,,504.00,504.00,2,B、城乡居民生活用电合计
251,交流10kV,202108,69209.33,0.00,0.00,,504.00,504.00,3,B、城乡居民生活用电合计
251,交流10kV,202109,67974.29,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
251,交流10kV,202110,54561.29,0.00,0.00,,504.00,504.00,3,B、城乡居民生活用电合计
251,交流10kV,202111,51158.65,0.00,0.00,,504.00,504.00,4,B、城乡居民生活用电合计
592,交流10kV,202112,299.89,0.00,299.89,558.40,80.00,80.00,1,一、农、林、牧、渔业
252,交流10kV,202001,17619.08,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202002,16569.27,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202003,9470.63,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202004,11339.39,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202005,9276.73,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202006,8409.87,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202007,18020.57,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202008,6164.71,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202009,17089.38,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202010,11971.28,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202011,7084.04,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202012,10071.50,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202101,17988.63,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202102,18002.78,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202103,9542.71,15.41,9558.12,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202104,11098.50,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202105,7630.16,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202106,7502.41,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202107,11617.70,58.09,11675.78,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202108,13482.81,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202109,14017.98,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
252,交流10kV,202110,10501.28,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
252,交流10kV,202111,8097.80,8.10,8105.90,,320.00,320.00,2,B、城乡居民生活用电合计
978,交流10kV,202112,300.69,0.00,300.69,556.00,40.00,40.00,1,一、农、林、牧、渔业
253,交流10kV,202001,2822.30,0.00,0.00,,200.00,200.00,4,十一、公共服务及管理组织
253,交流10kV,202002,1646.11,0.00,0.00,,200.00,200.00,4,十一、公共服务及管理组织
253,交流10kV,202003,615.93,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202004,671.13,0.00,0.00,,200.00,200.00,4,十一、公共服务及管理组织
253,交流10kV,202005,736.37,0.00,0.00,,200.00,200.00,4,十一、公共服务及管理组织
253,交流10kV,202006,927.54,0.00,0.00,,200.00,200.00,1,十一、公共服务及管理组织
253,交流10kV,202007,1862.37,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202008,762.38,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202009,2497.00,0.00,0.00,,200.00,200.00,1,十一、公共服务及管理组织
253,交流10kV,202010,3107.45,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202011,1525.21,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202012,2193.14,0.00,0.00,,200.00,200.00,1,十一、公共服务及管理组织
253,交流10kV,202101,5396.86,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202102,2989.29,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202103,1190.33,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202104,2332.75,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202105,1990.12,0.00,0.00,,200.00,200.00,1,十一、公共服务及管理组织
253,交流10kV,202106,2533.05,0.00,0.00,,200.00,200.00,1,十一、公共服务及管理组织
253,交流10kV,202107,3830.14,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202108,1707.70,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202109,1674.86,1.67,1676.53,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202110,3576.01,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
253,交流10kV,202111,2017.95,0.00,0.00,,200.00,200.00,2,十一、公共服务及管理组织
640,交流10kV,202112,300.89,0.00,300.89,560.27,40.00,40.00,,一、农、林、牧、渔业
254,交流10kV,202001,92638.85,0.00,0.00,,1480.00,1480.00,4,一、农、林、牧、渔业
254,交流10kV,202002,44551.09,0.00,0.00,,1480.00,1480.00,4,一、农、林、牧、渔业
254,交流10kV,202003,11675.42,0.00,0.00,,1480.00,1480.00,4,一、农、林、牧、渔业
254,交流10kV,202004,102636.77,0.00,0.00,,1480.00,1480.00,4,一、农、林、牧、渔业
254,交流10kV,202005,81273.70,0.00,0.00,,1480.00,1480.00,4,一、农、林、牧、渔业
254,交流10kV,202006,38122.09,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202007,75974.27,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202008,43106.10,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202009,85512.12,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202010,91156.01,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202011,89015.66,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202012,112036.52,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202101,142201.18,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202102,113152.10,226.14,113378.24,,1480.00,1480.00,1,一、农、林、牧、渔业
254,交流10kV,202103,26517.28,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202104,76869.64,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202105,46576.33,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202106,45147.32,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202107,24128.13,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202108,45849.80,91.17,45940.97,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202109,15204.94,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202110,42000.82,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
254,交流10kV,202111,102742.29,0.00,0.00,,1480.00,1480.00,2,一、农、林、牧、渔业
81,交流10kV,202112,304.22,0.00,304.22,315.20,80.00,80.00,1,一、农、林、牧、渔业
255,交流10kV,202001,34952.54,0.00,0.00,,640.00,640.00,2,B、城乡居民生活用电合计
255,交流10kV,202002,48215.44,0.00,0.00,,640.00,640.00,,B、城乡居民生活用电合计
255,交流10kV,202003,30673.02,0.00,0.00,,640.00,640.00,2,B、城乡居民生活用电合计
255,交流10kV,202004,26671.79,0.00,0.00,,640.00,640.00,4,B、城乡居民生活用电合计
255,交流10kV,202005,24536.58,0.00,0.00,,640.00,640.00,2,B、城乡居民生活用电合计
255,交流10kV,202006,27182.78,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
255,交流10kV,202007,51888.18,0.00,0.00,,640.00,640.00,2,B、城乡居民生活用电合计
255,交流10kV,202008,26566.86,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
255,交流10kV,202009,76178.39,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
255,交流10kV,202010,43630.23,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
255,交流10kV,202011,37840.54,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
255,交流10kV,202012,43967.85,0.00,0.00,,640.00,640.00,4,B、城乡居民生活用电合计
255,交流10kV,202101,74654.55,0.00,0.00,,640.00,640.00,6,B、城乡居民生活用电合计
255,交流10kV,202102,89683.10,71.22,89754.31,,640.00,640.00,,B、城乡居民生活用电合计
255,交流10kV,202103,49771.22,0.00,0.00,,640.00,640.00,4,B、城乡居民生活用电合计
255,交流10kV,202104,53042.46,0.00,0.00,,640.00,640.00,3,B、城乡居民生活用电合计
255,交流10kV,202105,43689.54,0.00,0.00,,640.00,640.00,3,B、城乡居民生活用电合计
255,交流10kV,202106,46472.61,0.00,0.00,,640.00,640.00,4,B、城乡居民生活用电合计
255,交流10kV,202108,84386.15,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
255,交流10kV,202109,83487.36,0.00,0.00,,640.00,640.00,3,B、城乡居民生活用电合计
255,交流10kV,202110,58152.35,0.00,0.00,,640.00,640.00,2,B、城乡居民生活用电合计
255,交流10kV,202111,55633.90,0.00,0.00,,640.00,640.00,1,B、城乡居民生活用电合计
191,交流10kV,202112,307.18,0.00,307.18,568.00,24.00,24.00,1,一、农、林、牧、渔业
256,交流10kV,202001,149.99,0.00,0.00,,64.00,64.00,4,二、工业
256,交流10kV,202002,149.99,0.00,0.00,,64.00,64.00,2,二、工业
256,交流10kV,202003,134.22,0.00,0.00,,64.00,64.00,2,二、工业
256,交流10kV,202004,162.26,0.00,0.00,,64.00,64.00,4,二、工业
256,交流10kV,202005,1491.10,0.00,0.00,,64.00,64.00,4,二、工业
256,交流10kV,202006,910.56,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202007,2384.19,0.00,0.00,,64.00,64.00,3,二、工业
256,交流10kV,202008,920.22,3.62,923.84,,64.00,64.00,1,二、工业
256,交流10kV,202009,2531.28,0.00,0.00,,64.00,64.00,2,二、工业
256,交流10kV,202010,1759.07,0.00,0.00,,64.00,64.00,2,二、工业
256,交流10kV,202011,1367.00,0.00,0.00,,64.00,64.00,2,二、工业
256,交流10kV,202012,2866.36,0.00,0.00,,64.00,64.00,2,二、工业
256,交流10kV,202101,5511.18,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202102,5121.45,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202103,1127.83,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202104,2627.74,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202105,1946.98,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202106,2139.06,0.00,0.00,,64.00,64.00,1,二、工业
256,交流10kV,202107,4634.22,0.00,0.00,,64.00,64.00,1,B、城乡居民生活用电合计
256,交流10kV,202108,6219.82,0.00,0.00,,64.00,64.00,1,B、城乡居民生活用电合计
256,交流10kV,202109,5923.36,0.00,0.00,,64.00,64.00,1,B、城乡居民生活用电合计
256,交流10kV,202110,3009.36,0.00,0.00,,64.00,64.00,1,B、城乡居民生活用电合计
256,交流10kV,202111,3014.38,0.00,0.00,,64.00,64.00,1,B、城乡居民生活用电合计
983,交流10kV,202112,308.90,0.00,308.90,571.20,64.00,64.00,1,一、农、林、牧、渔业
257,交流10kV,202001,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202002,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202003,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202004,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202005,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202006,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202007,2469.58,0.00,0.00,,400.00,0.00,1,一、农、林、牧、渔业
257,交流10kV,202008,4337.40,0.00,0.00,,400.00,0.00,2,一、农、林、牧、渔业
257,交流10kV,202009,649.89,0.00,0.00,,400.00,0.00,2,一、农、林、牧、渔业
257,交流10kV,202010,534.75,0.00,0.00,,400.00,0.00,2,一、农、林、牧、渔业
257,交流10kV,202011,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202012,1058.70,0.00,0.00,,400.00,0.00,2,一、农、林、牧、渔业
257,交流10kV,202101,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202102,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202103,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202104,0.00,0.00,0.00,,400.00,0.00,,一、农、林、牧、渔业
257,交流10kV,202105,0.00,0.00,0.00,,400.00,400.00,,一、农、林、牧、渔业
257,交流10kV,202106,0.00,0.00,0.00,,400.00,400.00,,一、农、林、牧、渔业
257,交流10kV,202107,0.00,0.00,0.00,,400.00,400.00,,一、农、林、牧、渔业
257,交流10kV,202108,11671.11,70.02,11741.14,,400.00,400.00,1,一、农、林、牧、渔业
257,交流10kV,202109,104.12,0.00,0.00,,400.00,400.00,1,一、农、林、牧、渔业
257,交流10kV,202110,0.00,0.00,0.00,,400.00,400.00,,一、农、林、牧、渔业
257,交流10kV,202111,0.00,0.00,0.00,,400.00,400.00,,一、农、林、牧、渔业
740,交流10kV,202112,311.74,0.00,311.74,398.40,400.00,200.00,2,一、农、林、牧、渔业
258,交流10kV,202001,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202002,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202003,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202004,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202005,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202006,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202007,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202008,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202009,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202010,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202011,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202012,,,0.00,,200.00,200.00,,一、农、林、牧、渔业
258,交流10kV,202101,1152.85,0.00,0.00,,200.00,200.00,1,一、农、林、牧、渔业
